1	0.1584036946296692
2	0.12805942114856508
3	0.08153848970929782
4	0.06984206082092391
5	0.03387903732558092
6	0.036130256950855255
7	0.029526403898166284
8	0.026900173009683687
9	0.034052169053918786
10	0.022415453361140356
11	0.02501378668886092
12	0.028462872219582398
13	0.024897167252169713
14	0.023003796736399334
15	0.017421962486373052
16	0.023891985830333497
17	0.02231410714901156
18	0.017017524172034528
19	0.025133153837588098
20	0.01405765198998981
21	0.01389703038148582
22	0.02110878626505534
23	0.011448427206940122
24	0.014459585512263907
25	0.01737845725276404
26	0.011819645141561827
27	0.013527191761467192
28	0.011654348578304052
29	0.017575438962214522
30	0.011883272944639126
31	0.011832623173379235
32	0.013644019141793251
33	0.015995653268570702
34	0.010069882548931573
35	0.009116527158766985
36	0.016213407481296196
37	0.011468165191925235
38	0.01335396964309944
39	0.016500169463041756
40	0.015774884054230318
41	0.01116512120804853
42	0.011969006827308072
43	0.015425252831644483
44	0.014767032168391678
45	0.015934089923070535
46	0.01189492792925901
47	0.011414280730403133
48	0.013718732011814913
49	0.01212456995724804
50	0.01215965331842502
